ticker,name,r_raw,p_raw,r_partial,p_partial,n
DAL,Delta,0.029597442257849747,0.04261224009177092,-0.14814141367640057,1.9396786968392715e-24,4693
UAL,United,0.007721536702725538,0.5969202581826933,-0.15731038611988846,2.1929598985280268e-27,4693
LUV,Southwest,0.052953096111535654,0.0002843484734049816,-0.13137988626012903,1.609728532001362e-19,4693
AAL,American,-0.012111902540994741,0.4067983337336368,-0.18439935843495273,3.6181855794242233e-37,4693
JBLU,JetBlue,0.027896186938032544,0.056016880973254767,-0.1382971315138431,1.776487332955151e-21,4693
