event_type,event_date,day,car
spike,2025-06-13,9,-0.03267669884551747
spike,2025-06-13,10,-0.023575555985344367
spike,2025-06-13,11,-0.03325248413387944
spike,2025-06-13,12,-0.010218888396011112
spike,2025-06-13,13,-0.0005294300195275332
spike,2025-06-13,14,-0.006745107072244026
spike,2025-06-13,15,-0.006244811792772593
spike,2025-06-13,16,0.001167370821412929
spike,2025-06-13,17,-0.012067912714319274
spike,2025-06-13,18,0.08913754239943712
spike,2025-06-13,19,0.068341189828129
spike,2025-06-13,20,0.08117870476668099
