ticker,name,avg_return,pct_positive,t_stat,p_value,n_days
GLD,Gold (GLD),-0.08451186976407943,45.497630331753555,-0.5706423166269939,0.5688522177083681,211
SPY,S&P 500 (SPY),-3.257749114280184,0.0,-30.781327292577835,8.852021122581176e-80,211
TLT,20+Y Treasury (TLT),0.8663066213518663,77.25118483412322,8.140232342947302,3.452605939746231e-14,211
IEF,7–10Y Treasury (IEF),0.41547955987781704,78.19905213270142,9.108199970616827,6.722073738821039e-17,211
