ticker,name,total_return,nominal_cagr,real_cagr,annual_vol,sharpe,max_drawdown
GLD,Gold (GLD),827.2199219060008,11.194128429060246,8.45212654031673,17.688995572643552,0.6007661199566806,-45.55501273425701
SPY,S&P 500 (SPY),741.8624472983632,10.6836641704116,7.9542501222413575,19.06913655099853,0.5331187623765337,-55.18943277723043
TLT,20+Y Treasury (TLT),94.98918524553525,3.232793882491758,0.6871152589423835,14.672603471625878,0.21717340473407662,-48.35113402613235
IEF,7–10Y Treasury (IEF),98.07297208864212,3.310002090002584,0.7624195435230074,6.788081517907946,0.48045620728607147,-23.92477355633062
