ticker,year,car,mean_ar,std_ar,n_days,alpha,beta
AAL,2015,-0.14313047347098995,-0.007156523673549497,0.027604327902761447,20,9.86198116604463e-06,1.16409844553952
AAL,2016,-0.013592236185959597,-0.0006796118092979799,0.017364196678744483,20,-0.003662528818012673,1.4583714193725297
AAL,2017,0.11238953625043327,0.005619476812521664,0.013927063193501961,20,-0.0014945725061361306,2.110258073598321
AAL,2018,0.05863025079967715,0.002931512539983858,0.018967531712030552,20,-0.0026443284572441163,1.0322362511157388
AAL,2019,-0.12987719523457777,-0.0064938597617288886,0.014302813068619835,20,-0.002198431207558638,0.7509238666805295
AAL,2021,0.05760903017979588,0.002880451508989794,0.020364551688499034,20,0.0024013703617968376,0.7555983540294631
AAL,2022,-0.11079334178847611,-0.005539667089423805,0.025977559083567744,20,0.00415583719300096,1.8210279399103073
AAL,2023,0.11909844309823,0.0059549221549115,0.018407235042099034,20,-0.003435749675617944,1.4049588315206174
AAL,2024,-0.19876937151290705,-0.009938468575645353,0.036117549419420865,20,-0.0015964733006618044,1.0673993117350078
AAL,2025,0.16230789794225015,0.008115394897112507,0.018273927531257398,20,-0.00642474696330389,1.7799654673269818
JBLU,2015,-0.10305387185602123,-0.005152693592801062,0.022201795756794866,20,0.003635277994400424,1.1652580361716556
JBLU,2016,-0.057403470493347444,-0.002870173524667372,0.018847520574952342,20,-0.002717146186490144,1.4163318174906563
JBLU,2017,-0.014546062834858632,-0.0007273031417429316,0.011820807743054206,20,0.0005959975967181844,2.190008897164504
JBLU,2018,-0.03584992803133994,-0.001792496401566997,0.014277376317757079,20,-0.0003468032327537539,0.7382939225208249
JBLU,2019,-0.026116248248728532,-0.0013058124124364265,0.009168992855378975,20,-0.0002518013503676115,0.8044785653450238
JBLU,2021,-0.1088614587801434,-0.00544307293900717,0.02064516745198114,20,0.00473329617145186,0.2454810421895116
JBLU,2022,-0.005447861902176835,-0.00027239309510884176,0.028309752615344696,20,-0.0017470922556445559,1.8619202609699446
JBLU,2023,0.007304843924123451,0.0003652421962061725,0.016512721926890676,20,-0.0033465024783401187,1.4363648702757905
JBLU,2024,0.008239687496788911,0.00041198437483944557,0.03179127787500911,20,-0.000327615019687839,-0.8090562166797977
JBLU,2025,0.09793704992933769,0.004896852496466884,0.035806412746118274,20,-0.003211509160405813,2.0333256575396077
